exercise_id,exercise_name_de,muscle_id,muscle_name_de,role,contribution_weight_1_5,role_order,muscle_size_1_5,region
EX000046,Farmer's Walk mit Trap Bar,QUADS,Quadrizeps,secondary,2,6,5,Unterkörper
EX000046,Farmer's Walk mit Trap Bar,CALVES,Wadenmuskulatur,secondary,2,7,3,Unterkörper
EX000047,Front-Rack Carry mit einer Kettlebell,OBLIQUES,Seitliche Bauchmuskulatur,primary,5,1,3,Rumpf
EX000047,Front-Rack Carry mit einer Kettlebell,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,1,2,Rumpf
EX000047,Front-Rack Carry mit einer Kettlebell,ABS,Gerade Bauchmuskulatur,secondary,3,2,3,Rumpf
EX000047,Front-Rack Carry mit einer Kettlebell,FRONT_DELTS,Vordere Schulter,secondary,3,3,2,Oberkörper
EX000047,Front-Rack Carry mit einer Kettlebell,FOREARMS,Unterarmmuskulatur,secondary,2,4,2,Oberkörper
EX000047,Front-Rack Carry mit einer Kettlebell,GLUTES,Gesässmuskulatur,secondary,2,5,5,Unterkörper
EX000047,Front-Rack Carry mit einer Kettlebell,QUADS,Quadrizeps,secondary,2,6,5,Unterkörper
EX000048,Front-Rack Carry mit Langhantel,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000048,Front-Rack Carry mit Langhantel,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,1,2,Rumpf
EX000048,Front-Rack Carry mit Langhantel,ABS,Gerade Bauchmuskulatur,secondary,3,2,3,Rumpf
EX000048,Front-Rack Carry mit Langhantel,FRONT_DELTS,Vordere Schulter,secondary,3,3,2,Oberkörper
EX000048,Front-Rack Carry mit Langhantel,TRAPS,Trapezmuskel,secondary,2,4,3,Oberkörper
EX000048,Front-Rack Carry mit Langhantel,GLUTES,Gesässmuskulatur,secondary,2,5,5,Unterkörper
EX000048,Front-Rack Carry mit Langhantel,QUADS,Quadrizeps,secondary,2,6,5,Unterkörper
EX000049,Front-Rack Carry mit zwei Kettlebells,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000049,Front-Rack Carry mit zwei Kettlebells,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,1,2,Rumpf
EX000049,Front-Rack Carry mit zwei Kettlebells,ABS,Gerade Bauchmuskulatur,secondary,3,2,3,Rumpf
EX000049,Front-Rack Carry mit zwei Kettlebells,FRONT_DELTS,Vordere Schulter,secondary,3,3,2,Oberkörper
EX000049,Front-Rack Carry mit zwei Kettlebells,FOREARMS,Unterarmmuskulatur,secondary,2,4,2,Oberkörper
EX000049,Front-Rack Carry mit zwei Kettlebells,GLUTES,Gesässmuskulatur,secondary,2,5,5,Unterkörper
EX000049,Front-Rack Carry mit zwei Kettlebells,QUADS,Quadrizeps,secondary,2,6,5,Unterkörper
EX000050,Front-Rack March auf der Stelle,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000050,Front-Rack March auf der Stelle,ABS,Gerade Bauchmuskulatur,secondary,3,1,3,Rumpf
EX000050,Front-Rack March auf der Stelle,HIP_FLEXORS,Hüftbeuger,secondary,3,2,2,Unterkörper
EX000050,Front-Rack March auf der Stelle,GLUTES,Gesässmuskulatur,secondary,3,3,5,Unterkörper
EX000050,Front-Rack March auf der Stelle,FRONT_DELTS,Vordere Schulter,secondary,2,4,2,Oberkörper
EX000051,Goblet Carry mit Kettlebell,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000051,Goblet Carry mit Kettlebell,ABS,Gerade Bauchmuskulatur,secondary,3,1,3,Rumpf
EX000051,Goblet Carry mit Kettlebell,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,2,2,Rumpf
EX000051,Goblet Carry mit Kettlebell,BICEPS,Bizeps,secondary,3,3,2,Oberkörper
EX000051,Goblet Carry mit Kettlebell,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000051,Goblet Carry mit Kettlebell,QUADS,Quadrizeps,secondary,2,5,5,Unterkörper
EX000052,Goblet Carry mit Kurzhantel,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000052,Goblet Carry mit Kurzhantel,ABS,Gerade Bauchmuskulatur,secondary,3,1,3,Rumpf
EX000052,Goblet Carry mit Kurzhantel,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,2,2,Rumpf
EX000052,Goblet Carry mit Kurzhantel,BICEPS,Bizeps,secondary,3,3,2,Oberkörper
EX000052,Goblet Carry mit Kurzhantel,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000052,Goblet Carry mit Kurzhantel,QUADS,Quadrizeps,secondary,2,5,5,Unterkörper
EX000053,Hantelscheiben Carry vor der Brust,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000053,Hantelscheiben Carry vor der Brust,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000053,Hantelscheiben Carry vor der Brust,CHEST,Brustmuskulatur,secondary,3,2,4,Oberkörper
EX000053,Hantelscheiben Carry vor der Brust,FRONT_DELTS,Vordere Schulter,secondary,3,3,2,Oberkörper
EX000053,Hantelscheiben Carry vor der Brust,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX000053,Hantelscheiben Carry vor der Brust,GLUTES,Gesässmuskulatur,secondary,2,5,5,Unterkörper
EX000053,Hantelscheiben Carry vor der Brust,QUADS,Quadrizeps,secondary,2,6,5,Unterkörper
EX000054,Koffer-und-Overhead-Carry,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000054,Koffer-und-Overhead-Carry,OBLIQUES,Seitliche Bauchmuskulatur,secondary,3,1,3,Rumpf
EX000054,Koffer-und-Overhead-Carry,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000054,Koffer-und-Overhead-Carry,TRAPS,Trapezmuskel,secondary,3,3,3,Oberkörper
EX000054,Koffer-und-Overhead-Carry,ROTATOR_CUFF,Rotatorenmanschette,secondary,2,4,1,Oberkörper
EX000054,Koffer-und-Overhead-Carry,GLUTES,Gesässmuskulatur,secondary,2,5,5,Unterkörper
EX000054,Koffer-und-Overhead-Carry,QUADS,Quadrizeps,secondary,2,6,5,Unterkörper
EX000055,Kreuzgriff-Carry mit zwei unterschiedlichen Lasten,OBLIQUES,Seitliche Bauchmuskulatur,primary,5,1,3,Rumpf
EX000055,Kreuzgriff-Carry mit zwei unterschiedlichen Lasten,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,1,2,Rumpf
EX000055,Kreuzgriff-Carry mit zwei unterschiedlichen Lasten,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000055,Kreuzgriff-Carry mit zwei unterschiedlichen Lasten,TRAPS,Trapezmuskel,secondary,3,3,3,Oberkörper
EX000055,Kreuzgriff-Carry mit zwei unterschiedlichen Lasten,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000055,Kreuzgriff-Carry mit zwei unterschiedlichen Lasten,QUADS,Quadrizeps,secondary,2,5,5,Unterkörper
EX000056,Langhantel-Overhead-Carry,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000056,Langhantel-Overhead-Carry,TRAPS,Trapezmuskel,secondary,3,1,3,Oberkörper
EX000056,Langhantel-Overhead-Carry,ROTATOR_CUFF,Rotatorenmanschette,secondary,3,2,1,Oberkörper
EX000056,Langhantel-Overhead-Carry,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,3,2,Rumpf
EX000056,Langhantel-Overhead-Carry,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000056,Langhantel-Overhead-Carry,QUADS,Quadrizeps,secondary,2,5,5,Unterkörper
EX000057,Medizinball Bear-Hug Carry,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000057,Medizinball Bear-Hug Carry,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000057,Medizinball Bear-Hug Carry,CHEST,Brustmuskulatur,secondary,3,2,4,Oberkörper
EX000057,Medizinball Bear-Hug Carry,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000057,Medizinball Bear-Hug Carry,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000057,Medizinball Bear-Hug Carry,QUADS,Quadrizeps,secondary,2,5,5,Unterkörper
EX000058,Overhead Carry mit Kettlebells,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000058,Overhead Carry mit Kettlebells,TRAPS,Trapezmuskel,secondary,3,1,3,Oberkörper
EX000058,Overhead Carry mit Kettlebells,ROTATOR_CUFF,Rotatorenmanschette,secondary,3,2,1,Oberkörper
EX000058,Overhead Carry mit Kettlebells,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,3,2,Rumpf
EX000058,Overhead Carry mit Kettlebells,OBLIQUES,Seitliche Bauchmuskulatur,secondary,2,4,3,Rumpf
EX000058,Overhead Carry mit Kettlebells,GLUTES,Gesässmuskulatur,secondary,2,5,5,Unterkörper
EX000058,Overhead Carry mit Kettlebells,QUADS,Quadrizeps,secondary,2,6,5,Unterkörper
EX000059,Overhead Carry mit Kurzhanteln,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000059,Overhead Carry mit Kurzhanteln,TRAPS,Trapezmuskel,secondary,3,1,3,Oberkörper
EX000059,Overhead Carry mit Kurzhanteln,ROTATOR_CUFF,Rotatorenmanschette,secondary,3,2,1,Oberkörper
EX000059,Overhead Carry mit Kurzhanteln,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,3,2,Rumpf
EX000059,Overhead Carry mit Kurzhanteln,OBLIQUES,Seitliche Bauchmuskulatur,secondary,2,4,3,Rumpf
EX000059,Overhead Carry mit Kurzhanteln,GLUTES,Gesässmuskulatur,secondary,2,5,5,Unterkörper
EX000059,Overhead Carry mit Kurzhanteln,QUADS,Quadrizeps,secondary,2,6,5,Unterkörper
EX000060,Pinch-Block Carry,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000060,Pinch-Block Carry,TRAPS,Trapezmuskel,secondary,3,1,3,Oberkörper
EX000060,Pinch-Block Carry,OBLIQUES,Seitliche Bauchmuskulatur,secondary,3,2,3,Rumpf
EX000060,Pinch-Block Carry,GLUTES,Gesässmuskulatur,secondary,3,3,5,Unterkörper
EX000060,Pinch-Block Carry,QUADS,Quadrizeps,secondary,2,4,5,Unterkörper
EX000061,Pinch-Plate Carry,FOREARMS,Unterarmmuskulatur,primary,5,1,2,Oberkörper
EX000061,Pinch-Plate Carry,TRAPS,Trapezmuskel,secondary,3,1,3,Oberkörper
EX000061,Pinch-Plate Carry,OBLIQUES,Seitliche Bauchmuskulatur,secondary,3,2,3,Rumpf
EX000061,Pinch-Plate Carry,GLUTES,Gesässmuskulatur,secondary,3,3,5,Unterkörper
EX000061,Pinch-Plate Carry,QUADS,Quadrizeps,secondary,2,4,5,Unterkörper
EX000062,Rack Carry mit zwei Kurzhanteln,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000062,Rack Carry mit zwei Kurzhanteln,FRONT_DELTS,Vordere Schulter,secondary,3,1,2,Oberkörper
EX000062,Rack Carry mit zwei Kurzhanteln,BICEPS,Bizeps,secondary,3,2,2,Oberkörper
EX000062,Rack Carry mit zwei Kurzhanteln,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000062,Rack Carry mit zwei Kurzhanteln,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000062,Rack Carry mit zwei Kurzhanteln,QUADS,Quadrizeps,secondary,2,5,5,Unterkörper
EX000063,Rückwärts Farmer's Walk,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000063,Rückwärts Farmer's Walk,FOREARMS,Unterarmmuskulatur,secondary,3,1,2,Oberkörper
EX000063,Rückwärts Farmer's Walk,TRAPS,Trapezmuskel,secondary,3,2,3,Oberkörper
EX000063,Rückwärts Farmer's Walk,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,3,2,Rumpf
EX000063,Rückwärts Farmer's Walk,QUADS,Quadrizeps,secondary,2,4,5,Unterkörper
EX000063,Rückwärts Farmer's Walk,CALVES,Wadenmuskulatur,secondary,2,5,3,Unterkörper
EX000064,Sandsack Carry auf einer Schulter,OBLIQUES,Seitliche Bauchmuskulatur,primary,5,1,3,Rumpf
EX000064,Sandsack Carry auf einer Schulter,TRAPS,Trapezmuskel,secondary,3,1,3,Oberkörper
EX000064,Sandsack Carry auf einer Schulter,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,2,2,Rumpf
EX000064,Sandsack Carry auf einer Schulter,ERECTORS,Rückenstrecker,secondary,3,3,4,Rumpf
EX000064,Sandsack Carry auf einer Schulter,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000064,Sandsack Carry auf einer Schulter,QUADS,Quadrizeps,secondary,2,5,5,Unterkörper
EX000065,Sandsack Carry im Front Rack,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000065,Sandsack Carry im Front Rack,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000065,Sandsack Carry im Front Rack,FRONT_DELTS,Vordere Schulter,secondary,3,2,2,Oberkörper
EX000065,Sandsack Carry im Front Rack,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000065,Sandsack Carry im Front Rack,ERECTORS,Rückenstrecker,secondary,2,4,4,Rumpf
EX000065,Sandsack Carry im Front Rack,GLUTES,Gesässmuskulatur,secondary,2,5,5,Unterkörper
EX000065,Sandsack Carry im Front Rack,QUADS,Quadrizeps,secondary,2,6,5,Unterkörper
EX000066,Sandsack Zercher Carry,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000066,Sandsack Zercher Carry,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000066,Sandsack Zercher Carry,ABS,Gerade Bauchmuskulatur,secondary,3,2,3,Rumpf
EX000066,Sandsack Zercher Carry,ERECTORS,Rückenstrecker,secondary,3,3,4,Rumpf
EX000066,Sandsack Zercher Carry,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000066,Sandsack Zercher Carry,QUADS,Quadrizeps,secondary,2,5,5,Unterkörper
EX000067,Suitcase Carry mit Kettlebell,OBLIQUES,Seitliche Bauchmuskulatur,primary,5,1,3,Rumpf
EX000067,Suitcase Carry mit Kettlebell,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,1,2,Rumpf
EX000067,Suitcase Carry mit Kettlebell,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000067,Suitcase Carry mit Kettlebell,TRAPS,Trapezmuskel,secondary,3,3,3,Oberkörper
EX000067,Suitcase Carry mit Kettlebell,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000067,Suitcase Carry mit Kettlebell,QUADS,Quadrizeps,secondary,2,5,5,Unterkörper
EX000068,Suitcase Carry mit Kurzhantel,OBLIQUES,Seitliche Bauchmuskulatur,primary,5,1,3,Rumpf
EX000068,Suitcase Carry mit Kurzhantel,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,1,2,Rumpf
EX000068,Suitcase Carry mit Kurzhantel,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000068,Suitcase Carry mit Kurzhantel,TRAPS,Trapezmuskel,secondary,3,3,3,Oberkörper
EX000068,Suitcase Carry mit Kurzhantel,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000068,Suitcase Carry mit Kurzhantel,QUADS,Quadrizeps,secondary,2,5,5,Unterkörper
EX000069,Suitcase March auf der Stelle,OBLIQUES,Seitliche Bauchmuskulatur,primary,5,1,3,Rumpf
EX000069,Suitcase March auf der Stelle,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,1,2,Rumpf
EX000069,Suitcase March auf der Stelle,HIP_FLEXORS,Hüftbeuger,secondary,3,2,2,Unterkörper
EX000069,Suitcase March auf der Stelle,GLUTES,Gesässmuskulatur,secondary,3,3,5,Unterkörper
EX000069,Suitcase March auf der Stelle,FOREARMS,Unterarmmuskulatur,secondary,2,4,2,Oberkörper
EX000070,Trap-Bar Suitcase Carry,OBLIQUES,Seitliche Bauchmuskulatur,primary,5,1,3,Rumpf
EX000070,Trap-Bar Suitcase Carry,FOREARMS,Unterarmmuskulatur,secondary,3,1,2,Oberkörper
EX000070,Trap-Bar Suitcase Carry,TRAPS,Trapezmuskel,secondary,3,2,3,Oberkörper
EX000070,Trap-Bar Suitcase Carry,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,3,2,Rumpf
EX000070,Trap-Bar Suitcase Carry,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000070,Trap-Bar Suitcase Carry,QUADS,Quadrizeps,secondary,2,5,5,Unterkörper
EX000071,Treppen-Carry mit Kurzhanteln,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000071,Treppen-Carry mit Kurzhanteln,FOREARMS,Unterarmmuskulatur,secondary,3,1,2,Oberkörper
EX000071,Treppen-Carry mit Kurzhanteln,TRAPS,Trapezmuskel,secondary,3,2,3,Oberkörper
EX000071,Treppen-Carry mit Kurzhanteln,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,3,2,Rumpf
EX000071,Treppen-Carry mit Kurzhanteln,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000071,Treppen-Carry mit Kurzhanteln,QUADS,Quadrizeps,secondary,2,5,5,Unterkörper
EX000071,Treppen-Carry mit Kurzhanteln,CALVES,Wadenmuskulatur,secondary,2,6,3,Unterkörper
EX000072,Waiter's Walk mit Kurzhantel,OBLIQUES,Seitliche Bauchmuskulatur,primary,5,1,3,Rumpf
EX000072,Waiter's Walk mit Kurzhantel,ROTATOR_CUFF,Rotatorenmanschette,secondary,3,1,1,Oberkörper
EX000072,Waiter's Walk mit Kurzhantel,TRAPS,Trapezmuskel,secondary,3,2,3,Oberkörper
EX000072,Waiter's Walk mit Kurzhantel,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,3,2,Rumpf
EX000072,Waiter's Walk mit Kurzhantel,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000072,Waiter's Walk mit Kurzhantel,QUADS,Quadrizeps,secondary,2,5,5,Unterkörper
EX000073,Yoke Walk,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000073,Yoke Walk,TRAPS,Trapezmuskel,secondary,3,1,3,Oberkörper
EX000073,Yoke Walk,ERECTORS,Rückenstrecker,secondary,3,2,4,Rumpf
EX000073,Yoke Walk,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,3,2,Rumpf
EX000073,Yoke Walk,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000073,Yoke Walk,QUADS,Quadrizeps,secondary,2,5,5,Unterkörper
EX000073,Yoke Walk,CALVES,Wadenmuskulatur,secondary,2,6,3,Unterkörper
EX000074,Zercher Carry,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000074,Zercher Carry,BICEPS,Bizeps,secondary,3,1,2,Oberkörper
EX000074,Zercher Carry,ABS,Gerade Bauchmuskulatur,secondary,3,2,3,Rumpf
EX000074,Zercher Carry,DEEP_CORE,Tiefe Rumpfmuskulatur,secondary,3,3,2,Rumpf
EX000074,Zercher Carry,ERECTORS,Rückenstrecker,secondary,2,4,4,Rumpf
EX000074,Zercher Carry,GLUTES,Gesässmuskulatur,secondary,2,5,5,Unterkörper
EX000074,Zercher Carry,QUADS,Quadrizeps,secondary,2,6,5,Unterkörper
EX000075,Battle Rope Alternating Waves,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000075,Battle Rope Alternating Waves,FRONT_DELTS,Vordere Schulter,secondary,3,1,2,Oberkörper
EX000075,Battle Rope Alternating Waves,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000075,Battle Rope Alternating Waves,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000075,Battle Rope Alternating Waves,QUADS,Quadrizeps,secondary,2,4,5,Unterkörper
EX000075,Battle Rope Alternating Waves,GLUTES,Gesässmuskulatur,secondary,2,5,5,Unterkörper
EX000076,Battle Rope Circles,FRONT_DELTS,Vordere Schulter,primary,5,1,2,Oberkörper
EX000076,Battle Rope Circles,SIDE_DELTS,Seitliche Schulter,secondary,3,1,2,Oberkörper
EX000076,Battle Rope Circles,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000076,Battle Rope Circles,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000076,Battle Rope Circles,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000077,Battle Rope Double Waves,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000077,Battle Rope Double Waves,FRONT_DELTS,Vordere Schulter,secondary,3,1,2,Oberkörper
EX000077,Battle Rope Double Waves,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000077,Battle Rope Double Waves,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000077,Battle Rope Double Waves,QUADS,Quadrizeps,secondary,2,4,5,Unterkörper
EX000077,Battle Rope Double Waves,GLUTES,Gesässmuskulatur,secondary,2,5,5,Unterkörper
EX000078,Battle Rope Side-to-Side Slams,OBLIQUES,Seitliche Bauchmuskulatur,primary,5,1,3,Rumpf
EX000078,Battle Rope Side-to-Side Slams,LATS,Latissimus,secondary,3,1,4,Oberkörper
EX000078,Battle Rope Side-to-Side Slams,FRONT_DELTS,Vordere Schulter,secondary,3,2,2,Oberkörper
EX000078,Battle Rope Side-to-Side Slams,ABS,Gerade Bauchmuskulatur,secondary,3,3,3,Rumpf
EX000078,Battle Rope Side-to-Side Slams,GLUTES,Gesässmuskulatur,secondary,2,4,5,Unterkörper
EX000079,Battle Rope Slams,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000079,Battle Rope Slams,LATS,Latissimus,secondary,3,1,4,Oberkörper
EX000079,Battle Rope Slams,FRONT_DELTS,Vordere Schulter,secondary,3,2,2,Oberkörper
EX000079,Battle Rope Slams,TRICEPS,Trizeps,secondary,3,3,3,Oberkörper
EX000079,Battle Rope Slams,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX000079,Battle Rope Slams,GLUTES,Gesässmuskulatur,secondary,2,5,5,Unterkörper
EX000080,Battle Rope Waves im Ausfallschritt,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000080,Battle Rope Waves im Ausfallschritt,QUADS,Quadrizeps,secondary,3,1,5,Unterkörper
EX000080,Battle Rope Waves im Ausfallschritt,GLUTES,Gesässmuskulatur,secondary,3,2,5,Unterkörper
EX000080,Battle Rope Waves im Ausfallschritt,FRONT_DELTS,Vordere Schulter,secondary,3,3,2,Oberkörper
EX000080,Battle Rope Waves im Ausfallschritt,FOREARMS,Unterarmmuskulatur,secondary,2,4,2,Oberkörper
EX000080,Battle Rope Waves im Ausfallschritt,OBLIQUES,Seitliche Bauchmuskulatur,secondary,2,5,3,Rumpf
EX000081,Battle Rope Waves in der Kniebeuge,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000081,Battle Rope Waves in der Kniebeuge,QUADS,Quadrizeps,secondary,3,1,5,Unterkörper
EX000081,Battle Rope Waves in der Kniebeuge,GLUTES,Gesässmuskulatur,secondary,3,2,5,Unterkörper
EX000081,Battle Rope Waves in der Kniebeuge,FRONT_DELTS,Vordere Schulter,secondary,3,3,2,Oberkörper
EX000081,Battle Rope Waves in der Kniebeuge,FOREARMS,Unterarmmuskulatur,secondary,2,4,2,Oberkörper
EX000081,Battle Rope Waves in der Kniebeuge,ABS,Gerade Bauchmuskulatur,secondary,2,5,3,Rumpf
EX000082,Bear Crawl rückwärts,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000082,Bear Crawl rückwärts,QUADS,Quadrizeps,secondary,3,1,5,Unterkörper
EX000082,Bear Crawl rückwärts,FRONT_DELTS,Vordere Schulter,secondary,3,2,2,Oberkörper
EX000082,Bear Crawl rückwärts,TRICEPS,Trizeps,secondary,3,3,3,Oberkörper
EX000082,Bear Crawl rückwärts,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX000082,Bear Crawl rückwärts,GLUTES,Gesässmuskulatur,secondary,2,5,5,Unterkörper
EX000083,Bear Crawl seitwärts,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000083,Bear Crawl seitwärts,QUADS,Quadrizeps,secondary,3,1,5,Unterkörper
EX000083,Bear Crawl seitwärts,FRONT_DELTS,Vordere Schulter,secondary,3,2,2,Oberkörper
EX000083,Bear Crawl seitwärts,TRICEPS,Trizeps,secondary,3,3,3,Oberkörper
EX000083,Bear Crawl seitwärts,OBLIQUES,Seitliche Bauchmuskulatur,secondary,2,4,3,Rumpf
EX000083,Bear Crawl seitwärts,GLUTES,Gesässmuskulatur,secondary,2,5,5,Unterkörper
EX000084,Bear Crawl vorwärts,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000084,Bear Crawl vorwärts,QUADS,Quadrizeps,secondary,3,1,5,Unterkörper
EX000084,Bear Crawl vorwärts,FRONT_DELTS,Vordere Schulter,secondary,3,2,2,Oberkörper
EX000084,Bear Crawl vorwärts,TRICEPS,Trizeps,secondary,3,3,3,Oberkörper
EX000084,Bear Crawl vorwärts,ABS,Gerade Bauchmuskulatur,secondary,2,4,3,Rumpf
EX000084,Bear Crawl vorwärts,GLUTES,Gesässmuskulatur,secondary,2,5,5,Unterkörper
EX000085,Crab Walk rückwärts,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000085,Crab Walk rückwärts,TRICEPS,Trizeps,secondary,3,1,3,Oberkörper
EX000085,Crab Walk rückwärts,REAR_DELTS,Hintere Schulter,secondary,3,2,2,Oberkörper
EX000085,Crab Walk rückwärts,GLUTES,Gesässmuskulatur,secondary,3,3,5,Unterkörper
EX000085,Crab Walk rückwärts,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,2,4,4,Unterkörper
EX000085,Crab Walk rückwärts,ABS,Gerade Bauchmuskulatur,secondary,2,5,3,Rumpf
EX000086,Crab Walk vorwärts,FULL_BODY,Ganzkörper,primary,5,1,5,Ganzkörper
EX000086,Crab Walk vorwärts,TRICEPS,Trizeps,secondary,3,1,3,Oberkörper
EX000086,Crab Walk vorwärts,REAR_DELTS,Hintere Schulter,secondary,3,2,2,Oberkörper
EX000086,Crab Walk vorwärts,GLUTES,Gesässmuskulatur,secondary,3,3,5,Unterkörper
EX000086,Crab Walk vorwärts,HAMSTRINGS,Hintere Oberschenkelmuskulatur,secondary,2,4,4,Unterkörper
EX000086,Crab Walk vorwärts,ABS,Gerade Bauchmuskulatur,secondary,2,5,3,Rumpf
EX000087,Crossovers mit Springseil,CALVES,Wadenmuskulatur,primary,5,1,3,Unterkörper
EX000087,Crossovers mit Springseil,FRONT_DELTS,Vordere Schulter,secondary,3,1,2,Oberkörper
EX000087,Crossovers mit Springseil,FOREARMS,Unterarmmuskulatur,secondary,3,2,2,Oberkörper
EX000087,Crossovers mit Springseil,QUADS,Quadrizeps,secondary,3,3,5,Unterkörper
